Pfam	domain_name	5mSIPHEX1_0	5mSIPHEX1_1	5mSIPHEX1_10	5mSIPHEX1_11	5mSIPHEX1_13	5mSIPHEX1_15	5mSIPHEX1_18	5mSIPHEX1_19	5mSIPHEX1_2	5mSIPHEX1_25	5mSIPHEX1_26	5mSIPHEX1_32	5mSIPHEX1_33	5mSIPHEX1_37	5mSIPHEX1_8	5mSIPHEX1_9	5mSIPHEX2_10	5mSIPHEX2_14	5mSIPHEX2_16	5mSIPHEX2_18	5mSIPHEX2_25	5mSIPHEX2_3	5mSIPHEX2_5	5mSIPHEX2_7	700mSIPHEX1_0	700mSIPHEX1_1	700mSIPHEX1_12	700mSIPHEX1_15	700mSIPHEX1_17	700mSIPHEX1_18	700mSIPHEX1_2	700mSIPHEX1_20	700mSIPHEX1_3	700mSIPHEX1_8	700mSIPHEX2_13	700mSIPHEX2_14	700mSIPHEX2_16	700mSIPHEX2_21	700mSIPHEX2_22	700mSIPHEX2_23	700mSIPHEX2_24	700mSIPHEX2_9
PF17862	AAA+ lid domain	1	1	1	1	1	2	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	2	1	1	1	1	1	1	0	1	1	2	2	1	0	1
PF13531	Bacterial extracellular solute-binding protein	1	1	1	1	1	0	1	1	0	2	0	0	0	1	2	0	1	1	0	2	1	1	1	1	1	4	0	1	0	2	2	2	1	0	0	0	2	1	2	0	0	4
PF01292	Prokaryotic cytochrome b561	1	1	3	2	2	1	1	4	1	3	0	1	1	2	3	2	1	3	0	3	2	2	4	2	0	6	0	2	0	4	3	2	3	1	1	0	4	2	4	0	1	4
PF04264	YceI-like domain	2	0	2	1	0	3	2	2	0	1	3	3	3	1	3	2	2	3	2	1	3	1	1	0	0	2	5	2	3	3	2	1	2	1	1	3	3	2	2	5	2	2
PF16859	Tetracyclin repressor-like, C-terminal domain	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF03459	TOBE domain	1	1	2	1	1	0	0	0	0	1	0	0	0	1	2	1	1	2	0	1	2	1	0	1	1	1	0	1	0	2	0	1	2	0	0	0	2	1	0	0	1	1
PF04390	Lipopolysaccharide-assembly	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF01483	Proprotein convertase P-domain	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	1	1	3	0	0
PF00082	Subtilase family	1	0	3	1	0	3	3	6	2	0	4	2	2	0	0	4	1	3	3	0	1	0	6	0	0	1	5	4	3	5	3	2	3	0	0	3	5	4	3	5	2	0
PF06253	Trimethylamine methyltransferase (MTTB)	1	6	0	0	5	0	0	0	0	0	0	0	0	2	6	0	1	0	0	0	6	2	0	5	1	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0
PF08447	PAS fold	3	0	8	2	0	1	5	8	1	3	1	3	2	6	0	4	3	8	2	3	0	6	7	0	3	2	2	7	7	7	13	3	8	2	2	7	7	7	13	2	3	2
PF13185	GAF domain	3	1	1	4	1	1	0	0	2	2	0	1	0	0	6	2	3	1	1	2	5	0	0	1	1	4	1	0	2	3	3	4	1	0	0	2	3	0	3	1	1	4
PF13470	PIN domain	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1
PF19040	SGNH domain (fused to AT3 domains)	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	1	0
PF01757	Acyltransferase family	1	0	2	0	0	5	0	0	0	0	1	8	7	0	1	1	1	2	1	0	1	0	0	0	0	3	3	2	2	3	1	0	2	0	0	2	3	2	1	3	2	3
PF08410	Domain of unknown function (DUF1737)	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
PF01614	Bacterial transcriptional regulator	7	4	3	1	1	0	0	0	0	0	0	2	1	2	4	0	6	3	0	0	5	1	0	1	3	5	0	0	0	0	0	1	3	1	1	0	0	0	0	0	0	5
PF01182	Glucosamine-6-phosphate isomerases/6-phosphogluconolactonase	1	1	1	0	1	1	1	1	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	1	0	0	0	1	1	1	0	1	1
PF13116	Protein of unknown function	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	0	1	1	1	0	1	0
PF13502	AsmA-like C-terminal region	1	1	1	1	2	1	1	1	1	1	0	1	1	1	3	1	1	1	1	1	2	1	1	2	2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PF09084	NMT1/THI5 like	4	0	4	1	2	0	0	1	0	0	1	0	0	2	6	0	4	4	0	0	5	1	1	2	2	3	1	0	1	0	0	2	4	2	2	1	0	0	0	1	0	2
PF09459	Ethylbenzene dehydrogenase	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF02700	Phosphoribosylformylglycinamidine (FGAM) synthase	2	1	0	0	1	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
PF04860	Phage portal protein	2	0	0	0	1	0	0	0	0	0	0	1	1	4	0	0	2	0	0	0	0	4	0	1	2	3	0	1	0	0	1	0	0	1	1	0	0	1	1	0	0	3
PF05875	Ceramidase	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF16925	Tetracyclin repressor-like, C-terminal domain	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	2	0	1	0	0	1	1	0	0	1	0	0	0	2	0	0
PF13629	Pilus formation protein N terminal region	1	0	0	1	1	2	0	0	0	1	0	3	2	1	1	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PF00263	Bacterial type II and III secretion system protein	1	0	3	3	1	2	2	3	2	3	0	3	2	0	1	4	1	4	0	3	1	0	3	1	1	0	0	4	1	4	2	3	3	0	0	1	4	4	2	0	3	0
PF12802	MarR family	4	2	2	1	5	5	3	2	2	0	1	6	5	7	6	4	4	3	1	0	5	7	2	5	4	7	1	2	1	6	2	1	2	6	6	1	6	2	2	1	1	7
PF13507	CobB/CobQ-like glutamine amidotransferase domain	2	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF05258	Dna[CI] antecedent, DciA	1	1	1	0	1	1	0	0	0	0	1	1	0	0	1	0	1	1	1	0	1	0	0	1	1	1	1	0	1	0	0	0	1	0	0	1	0	0	0	1	1	1
PF10073	GapR-like, DNA-binding domain	1	0	0	0	1	1	0	0	0	0	0	1	1	2	2	0	1	0	0	0	1	2	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
PF02515	CoA-transferase family III	2	2	3	3	2	5	1	1	2	2	0	8	1	3	6	0	2	3	0	2	5	2	1	2	2	2	0	1	0	0	0	2	3	2	2	0	0	1	0	0	3	2
PF13145	PPIC-type PPIASE domain	1	0	0	0	1	2	0	0	1	0	0	2	1	0	2	0	1	0	0	0	2	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1
PF13624	SurA-like N-terminal domain	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	0	1	1	0	1	1	0	0	1	0	1	0	1	0	1	1	1	1	0	0	0	1	1	1	0	1	1
PF02353	Mycolic acid cyclopropane synthetase	1	2	2	2	2	1	1	1	1	1	0	1	0	1	2	0	1	3	0	1	2	1	1	2	2	0	0	1	0	1	1	2	2	0	0	0	1	1	1	0	1	0
PF06319	DNA repair protein MmcB-like	1	1	0	0	1	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF02659	Putative manganese efflux pump	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	1	0	0	0
PF04413	3-Deoxy-D-manno-octulosonic-acid transferase (kdotransferase)	2	3	1	1	2	1	2	1	1	1	1	1	1	0	3	1	2	1	1	0	3	0	1	2	1	2	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	2
PF02381	MraZ protein, putative antitoxin-like	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF03928	Haem degrading protein HbpS-like	2	2	2	0	0	0	0	0	0	0	0	1	1	1	2	0	2	2	0	0	1	1	0	0	0	1	0	1	0	0	0	0	2	1	1	0	0	1	0	0	0	1
PF04932	O-Antigen ligase	1	0	3	1	0	3	0	2	0	1	2	2	1	0	0	1	0	3	2	1	0	0	2	0	0	0	4	2	2	4	3	2	3	0	0	2	4	2	2	4	3	0
PF03960	ArsC family	1	1	2	1	2	2	4	0	2	2	1	3	3	0	1	1	1	2	2	2	1	0	1	2	1	2	2	2	3	2	2	2	2	0	0	3	2	2	2	2	2	2
PF01729	Quinolinate phosphoribosyl transferase, C-terminal domain	1	0	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	2	0	2	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0
PF02749	Quinolinate phosphoribosyl transferase, N-terminal domain	1	0	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	2	0	1	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0
PF13538	UvrD-like helicase C-terminal domain	1	1	1	1	1	0	1	2	1	1	1	0	0	0	3	0	1	3	1	1	2	0	1	1	1	1	1	1	2	1	3	1	1	0	0	2	1	1	2	1	0	1
PF13604	AAA domain	1	1	0	0	1	0	0	0	0	0	0	1	0	1	3	0	1	1	0	0	2	1	0	1	0	1	0	0	1	0	2	0	0	0	0	1	0	0	1	0	0	1
PF03837	RecT family	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PF03099	Biotin/lipoate A/B protein ligase family	1	1	1	1	1	1	0	1	1	2	0	1	0	0	1	0	1	1	1	2	1	0	0	1	0	1	1	0	1	1	0	2	1	0	0	1	1	0	0	1	1	1
PF02237	Biotin protein ligase C terminal domain	1	0	0	1	1	1	0	1	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1
PF13755	Sensor N-terminal transmembrane domain	1	0	0	0	1	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF00673	ribosomal L5P family C-terminus	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF00281	Ribosomal protein L5	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF14403	Circularly permuted ATP-grasp type 2	2	0	1	0	1	0	2	3	0	1	0	1	1	0	1	0	2	1	0	1	1	0	5	1	0	1	0	2	0	0	0	0	1	0	0	0	0	2	0	0	0	1
PF06305	Lipopolysaccharide assembly protein A domain	1	1	1	1	1	0	0	0	1	1	0	0	0	0	1	0	1	1	0	1	2	0	0	1	1	1	0	0	0	1	1	1	1	0	0	0	1	0	1	0	1	1
PF00977	Histidine biosynthesis protein	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2
PF02348	Cytidylyltransferase	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	2	2	2	1	2	1	1
PF19029	DUF883 C-terminal glycine zipper region	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF01250	Ribosomal protein S6	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF00800	Prephenate dehydratase	1	1	1	1	1	1	3	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1	0	0	1	2	1	1	1	1	1
PF06689	ClpX C4-type zinc finger	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1
PF19353	Family of unknown function (DUF5930)	1	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF07244	Surface antigen variable number repeat	2	0	3	2	1	1	2	0	2	2	1	2	0	1	2	0	2	3	1	2	2	1	1	1	1	2	2	1	2	1	2	2	3	0	0	2	1	1	2	2	2	2
PF01103	Omp85 superfamily domain	2	0	3	2	2	1	2	0	2	2	1	4	1	2	3	1	2	3	1	2	3	2	1	2	1	2	3	1	2	2	2	4	3	0	0	2	2	1	2	3	3	2
PF01078	Magnesium chelatase, subunit ChlI	1	2	1	0	1	2	2	1	1	1	1	1	1	0	2	1	1	3	1	1	1	0	1	1	0	1	1	1	1	1	2	1	1	0	0	1	1	1	2	1	0	1
PF13335	Magnesium chelatase, subunit ChlI C-terminal	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	2	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1
PF13541	Subunit ChlI of Mg-chelatase	2	1	2	1	2	2	2	2	2	2	1	2	2	1	2	2	2	3	2	3	2	1	2	2	1	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	1	2
PF06938	Domain of unknown function (DUF1285), N-terminal domain	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1
PF21028	Protein of unknown function (DUF1285), C-terminal domain	1	0	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1
PF04380	Membrane fusogenic activity	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	0	0	0	1	1	1	0	0	1
PF10609	NUBPL iron-transfer P-loop NTPase	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	3	1	2	1	1	2	1	2	1	1	1	1	2	1	2	2	1	2	0	0	1	2	2	2	1	1	1
PF07486	Cell Wall Hydrolase	1	1	0	0	1	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PF02321	Outer membrane efflux protein	1	0	6	3	2	5	4	7	4	11	6	7	2	1	3	5	1	10	6	9	3	1	6	2	2	3	9	6	16	6	3	8	6	0	0	16	6	6	4	6	3	3
PF01041	DegT/DnrJ/EryC1/StrS aminotransferase family	5	2	2	2	2	1	0	0	0	2	3	1	1	0	2	1	2	2	2	4	2	0	0	2	2	1	5	3	5	4	1	2	2	0	0	5	4	3	1	5	2	1
PF14715	N-terminal domain of cytochrome oxidase-cbb3, FixP	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0
PF00224	Pyruvate kinase, barrel domain	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1
PF02887	Pyruvate kinase, alpha/beta domain	1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1
PF13286	Phosphohydrolase-associated domain	1	1	0	0	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1
PF02660	Glycerol-3-phosphate acyltransferase	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	0	1	1	0	0	1	0	1	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1
PF06470	SMC proteins Flexible Hinge Domain	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0
PF00487	Fatty acid desaturase	2	3	5	14	3	5	11	9	2	4	1	1	2	3	6	2	2	5	1	4	6	3	8	4	0	3	2	9	2	4	2	11	5	2	2	2	4	9	3	2	3	2
PF08501	Shikimate dehydrogenase substrate binding domain	3	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	2	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1
PF03705	CheR methyltransferase, all-alpha domain	2	0	2	2	0	1	1	3	0	2	0	0	0	0	0	2	2	2	0	2	0	0	4	0	0	3	0	3	0	2	2	2	2	0	0	0	2	3	2	0	1	3
PF01339	CheB methylesterase	2	0	2	3	0	0	2	3	1	2	0	0	0	1	0	1	2	3	0	2	0	1	4	0	0	2	0	3	0	2	2	2	2	0	0	0	2	3	4	0	1	2
PF01739	CheR methyltransferase, SAM binding domain	2	0	2	2	0	1	1	3	1	2	0	1	1	0	0	2	2	2	0	2	1	0	4	0	0	3	0	3	0	2	2	2	2	0	0	0	2	3	2	0	1	3
PF13292	1-deoxy-D-xylulose-5-phosphate synthase	1	2	1	1	1	1	1	1	1	1	1	1	1	0	2	1	1	1	1	2	1	0	1	1	2	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1
PF01618	MotA/TolQ/ExbB proton channel family	1	1	9	4	2	6	10	12	4	4	2	5	4	3	3	7	1	9	2	4	3	3	10	3	2	3	3	13	2	7	7	4	9	2	2	2	7	13	7	3	6	3
PF00491	Arginase family	2	4	0	0	3	0	0	0	2	0	2	0	0	2	5	0	1	0	3	0	6	2	0	3	2	3	3	0	3	0	0	0	0	2	2	3	0	0	0	3	0	2
PF01018	GTP1/OBG	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF00390	Malic enzyme, N-terminal domain	2	1	1	1	2	1	1	1	1	1	0	1	1	0	2	2	2	1	0	1	1	0	1	2	2	2	1	1	1	2	2	1	1	0	0	1	2	1	2	1	1	2
PF01515	Phosphate acetyl/butaryl transferase	2	2	0	0	4	1	1	2	1	0	1	2	1	0	3	0	2	0	1	0	4	0	2	4	2	2	1	1	1	0	1	0	0	0	0	1	0	1	1	1	0	2
PF03949	Malic enzyme, NAD binding domain	2	1	1	1	2	1	1	1	1	1	1	1	1	0	2	2	2	1	0	1	1	0	1	2	2	2	1	1	1	2	2	1	1	0	0	1	2	1	2	1	1	2
PF10417	C-terminal domain of 1-Cys peroxiredoxin	1	0	3	2	1	1	1	2	0	1	0	1	1	0	1	0	1	3	0	1	1	0	2	1	1	0	1	1	2	0	2	2	3	0	0	2	0	1	2	1	1	0
PF00578	AhpC/TSA family	3	2	5	4	3	4	4	4	3	4	4	7	5	3	6	5	3	5	3	4	6	3	4	3	3	1	7	4	11	8	4	5	5	2	2	11	8	4	4	7	3	1
PF18073	Rubredoxin metal binding domain	1	1	2	2	1	1	2	1	2	2	1	1	1	1	1	1	1	2	1	3	1	1	2	1	1	1	1	2	1	2	2	2	2	1	1	1	2	2	2	1	2	1
PF02719	Polysaccharide biosynthesis protein	1	0	1	2	0	1	1	0	1	0	2	1	1	2	1	0	0	1	1	1	1	2	0	0	0	0	1	1	2	2	1	1	1	1	1	2	2	1	1	1	1	0
PF04893	Yip1 domain	1	0	1	0	1	0	1	1	4	0	0	0	0	0	1	0	1	1	0	0	1	0	1	1	0	1	0	1	0	2	2	0	1	0	0	0	2	1	2	0	0	1
PF01176	Translation initiation factor 1A / IF-1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF05816	Toxic anion resistance protein (TelA)	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
PF01702	Queuine tRNA-ribosyltransferase	1	2	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1
PF05035	2-keto-3-deoxy-galactonokinase	1	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
PF02882	Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain	1	1	1	1	1	1	1	1	1	1	1	1	0	0	2	1	1	2	1	1	2	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1
PF00763	Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1
PF03764	Elongation factor G, domain IV	1	1	1	1	1	0	0	1	2	1	1	0	0	2	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	2	1	1	1	1	1	1	2	0	1	1	1	1
PF14492	Elongation Factor G, domain III	1	1	1	1	1	0	0	1	2	1	1	0	0	2	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	2	1	1	1	1	1	1	2	0	1	1	1	1
PF03597	Cytochrome oxidase maturation protein cbb3-type	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PF02628	Cytochrome oxidase assembly protein	1	0	1	1	1	1	0	0	1	1	2	1	1	1	1	0	1	1	0	1	1	1	0	1	2	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	0	1
PF09678	Cytochrome c oxidase caa3 assembly factor (Caa3_CtaG)	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1
PF01244	Membrane dipeptidase (Peptidase family M19)	2	1	0	0	1	2	1	1	1	0	0	1	0	0	2	2	2	0	0	0	2	0	0	1	0	2	2	1	0	2	1	0	0	0	0	0	2	1	1	2	0	2
PF01272	Transcription elongation factor, GreA/GreB, C-term	1	1	2	3	1	1	4	2	2	4	2	1	1	1	2	1	1	2	1	3	1	1	1	1	1	1	1	3	2	2	2	4	2	1	1	2	2	3	2	1	1	1
PF03449	Transcription elongation factor, N-terminal	1	1	2	2	1	1	2	2	2	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	2	2	2	2	1	1	1	2	2	2	1	1	1
PF07578	Lipid A Biosynthesis N-terminal domain	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0
PF02357	Transcription termination factor nusG	2	2	2	1	1	1	0	0	1	1	1	1	0	1	1	0	0	2	1	1	1	0	1	1	0	1	1	0	2	1	1	1	2	1	1	2	1	0	1	1	2	1
PF10399	Ubiquitinol-cytochrome C reductase Fe-S subunit TAT signal	1	1	1	1	1	1	1	1	1	2	0	1	1	1	1	1	1	2	0	2	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1
PF00355	Rieske [2Fe-2S] domain	1	2	2	4	3	6	2	2	3	5	0	4	3	2	8	1	1	4	0	5	7	2	2	3	1	3	0	3	0	1	1	4	2	1	2	0	1	3	1	0	1	2
PF02852	Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain	6	2	6	3	6	4	3	1	3	4	0	4	3	2	6	3	5	7	2	6	4	3	1	6	3	5	4	4	2	5	4	4	6	2	2	2	5	4	4	3	4	5
PF07291	Methylamine utilisation protein MauE	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	2	1	3	0	3	0	1	0	0	0	0	3	0	0	1	3	0	0
PF21088	Mechanosensitive ion channel, transmembrane helices 2/3	1	0	3	4	0	3	2	2	2	4	3	2	3	0	5	3	1	3	2	4	4	0	2	0	1	0	1	2	2	2	5	6	3	0	0	2	2	2	5	1	3	0
PF06271	RDD family	1	1	1	4	1	1	1	1	2	3	0	3	0	0	1	2	1	1	0	3	1	0	1	1	1	0	1	1	0	2	2	3	1	0	0	0	2	1	2	1	1	0
PF01118	Semialdehyde dehydrogenase, NAD binding domain	2	2	3	3	2	2	2	2	2	3	1	1	1	0	2	2	2	3	1	3	2	0	2	2	0	2	1	2	2	3	3	4	3	0	0	2	3	2	3	1	1	2
PF02774	Semialdehyde dehydrogenase, dimerisation domain	2	2	2	3	2	2	2	2	2	3	1	1	1	0	2	2	2	2	1	3	2	0	2	2	0	1	1	2	2	2	3	3	2	0	0	2	2	2	3	1	1	1
PF17769	Phosphoribosylaminoimidazole carboxylase C-terminal domain	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1
PF02222	ATP-grasp domain	1	1	2	2	1	2	2	1	1	2	1	1	1	0	1	1	1	2	1	2	1	0	1	1	0	1	2	1	1	2	1	2	2	0	0	1	2	1	1	2	2	1
PF04940	Sensors of blue-light using FAD	1	0	1	0	2	2	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	2	0	2	3	1	2	0	1	0	1	0	0	2	0	1	2	3	1	2
PF01717	Cobalamin-independent synthase, Catalytic domain	1	1	1	0	0	0	1	1	1	1	0	0	0	0	1	0	1	1	0	1	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0
PF00762	Ferrochelatase	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1
PF05491	RuvB C-terminal winged helix domain	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF17864	RuvB AAA lid domain	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
