INTERPRO	domain_name	5mSIPHEX1_0	5mSIPHEX1_1	5mSIPHEX1_10	5mSIPHEX1_11	5mSIPHEX1_13	5mSIPHEX1_15	5mSIPHEX1_18	5mSIPHEX1_19	5mSIPHEX1_2	5mSIPHEX1_25	5mSIPHEX1_26	5mSIPHEX1_32	5mSIPHEX1_33	5mSIPHEX1_37	5mSIPHEX1_8	5mSIPHEX1_9	5mSIPHEX2_10	5mSIPHEX2_14	5mSIPHEX2_16	5mSIPHEX2_18	5mSIPHEX2_25	5mSIPHEX2_3	5mSIPHEX2_5	5mSIPHEX2_7	700mSIPHEX1_0	700mSIPHEX1_1	700mSIPHEX1_12	700mSIPHEX1_15	700mSIPHEX1_17	700mSIPHEX1_18	700mSIPHEX1_2	700mSIPHEX1_20	700mSIPHEX1_3	700mSIPHEX1_8	700mSIPHEX2_13	700mSIPHEX2_14	700mSIPHEX2_16	700mSIPHEX2_21	700mSIPHEX2_22	700mSIPHEX2_23	700mSIPHEX2_24	700mSIPHEX2_9
IPR013022	Xylose isomerase-like, TIM barrel domain	3	3	1	1	1	0	0	1	0	1	0	1	0	1	9	0	3	1	0	1	8	1	1	1	0	12	4	1	0	0	0	2	1	1	1	0	0	1	0	4	0	9
IPR036237	Xylose isomerase-like superfamily	4	7	3	2	2	1	1	2	1	2	0	1	0	3	12	2	4	3	0	2	12	3	2	2	0	13	5	2	0	2	1	3	3	1	1	0	2	2	0	5	2	10
IPR043502	DNA/RNA polymerase superfamily	3	0	4	3	4	5	4	2	4	3	3	4	3	3	4	2	3	5	3	4	3	3	3	4	1	3	4	6	6	6	6	3	4	2	2	6	6	6	7	4	3	3
IPR001126	UmuC domain	2	0	2	2	2	4	2	1	2	2	2	3	0	2	3	1	2	2	2	2	2	2	1	2	1	2	2	3	3	2	3	2	2	2	2	3	2	3	3	2	2	2
IPR017961	DNA polymerase, Y-family, little finger domain	2	0	1	2	2	4	2	0	1	2	2	3	0	2	3	1	2	1	2	2	2	2	0	2	1	2	2	3	3	1	2	2	1	2	2	3	1	3	3	2	1	2
IPR036188	FAD/NAD(P)-binding domain superfamily	37	48	50	50	52	42	36	32	32	47	15	37	23	26	75	28	36	52	21	45	70	24	36	52	30	46	27	40	26	38	30	55	51	15	15	26	38	40	29	25	27	41
IPR044920	tRNA uridine 5-carboxymethylaminomethyl modification enzyme, C-terminal subdomain superfamily	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1
IPR026904	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG, C-terminal	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1
IPR020595	MnmG-related, conserved site	2	1	1	1	1	2	1	1	1	1	1	2	1	0	2	0	2	1	1	1	1	0	1	1	1	2	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	2
IPR040131	MnmG, N-terminal domain	2	1	1	1	2	2	1	1	1	1	1	2	1	0	2	0	2	1	2	1	1	0	1	2	1	2	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	2
IPR049312	tRNA uridine 5-carboxymethylaminomethyl modification enzyme, C-terminal, N-terninal subdomain	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1
IPR002218	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG-related	2	1	1	1	2	2	1	1	1	1	1	2	1	0	2	0	2	1	1	1	2	0	1	2	1	2	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	2
IPR004416	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1
IPR047001	tRNA uridine 5-carboxymethylaminomethyl modification enzyme, C-terminal subdomain	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1
IPR002347	Short-chain dehydrogenase/reductase SDR	25	22	30	42	26	33	21	19	16	29	5	54	26	22	39	16	23	31	4	27	36	24	14	26	18	32	12	21	15	22	20	42	30	20	20	15	22	21	19	11	18	31
IPR020904	Short-chain dehydrogenase/reductase, conserved site	14	13	18	22	15	13	13	12	13	20	1	28	13	14	23	15	12	19	1	18	19	16	11	15	9	18	5	14	9	19	10	20	18	14	14	9	19	14	10	4	9	18
IPR035466	GlmS/AgaS, SIS domain 1	1	1	1	1	1	1	1	1	2	1	0	1	1	0	2	1	1	1	1	1	2	0	1	1	0	1	1	1	1	1	2	1	1	0	0	1	1	1	2	1	0	1
IPR001347	SIS domain	2	2	4	3	2	3	4	4	7	3	2	3	2	1	7	3	2	5	3	3	7	1	4	2	1	3	3	3	3	5	7	3	4	1	1	3	5	3	7	3	3	2
IPR047084	Glucosamine-fructose-6-phosphate aminotransferase, isomerising, N-terminal domain	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	2	1	0	1
IPR005855	Glucosamine-fructose-6-phosphate aminotransferase, isomerising	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	2	1	1	0	0	1	1	1	2	1	0	1
IPR035490	GlmS/FrlB, SIS domain 2	1	1	1	1	1	1	1	1	2	1	0	1	1	0	2	1	1	1	1	1	2	0	1	1	1	1	1	1	1	1	2	1	1	0	0	1	1	1	2	1	0	1
IPR029055	Nucleophile aminohydrolases, N-terminal	8	6	7	6	9	8	7	5	7	6	5	9	7	4	13	9	8	7	5	5	13	4	5	9	4	13	9	6	6	12	14	6	7	4	4	6	12	6	16	9	5	10
IPR017932	Glutamine amidotransferase type 2 domain	3	3	3	3	4	3	3	2	3	3	4	3	3	0	4	4	3	3	4	3	4	0	3	4	1	4	4	4	4	5	6	3	3	0	0	4	5	4	7	4	2	4
IPR046348	SIS domain superfamily	3	3	6	4	3	4	5	5	8	4	4	4	2	2	8	4	3	7	4	4	8	2	5	3	1	4	4	4	4	6	8	4	6	1	1	4	6	4	8	4	4	3
IPR008040	Hydantoinase/oxoprolinase, N-terminal	2	3	0	1	1	0	1	1	0	1	0	0	0	0	3	0	1	0	0	1	4	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0
IPR045079	Oxoprolinase family	3	6	0	2	1	0	1	1	0	2	0	0	0	0	5	0	2	1	0	2	8	0	1	1	0	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0
IPR002821	Hydantoinase A/oxoprolinase	2	4	0	1	1	0	1	1	0	1	0	0	0	0	3	0	1	0	0	1	5	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0
IPR036388	Winged helix-like DNA-binding domain superfamily	118	54	113	78	96	90	58	67	57	77	26	103	71	137	152	62	112	122	31	75	130	131	60	96	72	143	76	71	76	105	94	84	112	91	90	76	105	71	96	72	62	126
IPR011006	CheY-like superfamily	34	15	70	43	24	25	52	49	27	43	20	42	25	37	34	58	31	77	17	43	31	39	50	24	24	46	36	60	35	82	77	44	70	24	24	35	82	60	80	36	39	41
IPR001867	OmpR/PhoB-type DNA-binding domain	7	5	12	10	9	7	4	6	6	11	2	9	7	10	9	11	6	15	2	13	7	10	6	9	8	14	5	6	3	15	10	10	12	8	8	3	15	6	13	5	7	12
IPR001789	Signal transduction response regulator, receiver domain	34	15	69	41	24	24	50	47	26	41	20	40	24	37	33	58	31	75	17	41	29	39	49	24	24	46	35	58	34	81	75	42	69	24	24	34	81	58	78	35	38	41
IPR039420	Transcriptional regulatory protein WalR-like	8	5	17	14	10	7	8	11	8	15	4	13	9	10	13	12	8	20	3	17	10	10	11	10	10	18	11	9	6	21	13	13	17	8	8	6	21	9	15	11	10	16
IPR011879	Signal transduction response regulator, phosphate regulon transcriptional regulatory protein PhoB	1	1	1	1	1	1	2	2	1	1	0	1	0	1	1	0	1	1	0	1	1	1	2	1	0	1	0	2	0	1	1	1	1	1	1	0	1	2	1	0	0	0
IPR016032	Signal transduction response regulator, C-terminal effector	14	6	21	15	16	14	11	10	10	12	4	13	10	14	16	9	13	22	5	15	14	14	11	16	11	15	15	13	10	19	16	14	20	13	13	10	19	13	18	15	12	13
IPR022898	Ribonuclease HII	1	1	1	1	1	1	2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IPR024567	Ribonuclease HII/HIII domain	1	1	1	1	1	1	2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IPR001352	Ribonuclease HII/HIII	1	1	1	1	1	1	2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IPR036397	Ribonuclease H superfamily	8	6	16	11	8	16	16	12	13	18	8	11	11	11	27	6	9	19	9	16	20	7	16	8	8	8	9	21	11	21	14	14	16	8	8	11	20	21	17	9	11	9
IPR012337	Ribonuclease H-like superfamily	9	7	20	13	9	17	17	14	15	21	9	15	11	15	31	10	10	25	11	20	23	11	19	9	9	11	11	23	13	25	17	16	20	11	11	13	24	23	21	11	12	13
IPR018376	Enoyl-CoA hydratase/isomerase, conserved site	2	4	6	3	7	3	1	2	2	3	2	7	1	7	11	2	2	6	2	2	10	7	2	7	8	7	3	2	2	2	3	4	6	8	8	2	2	2	3	3	2	7
IPR014748	Enoyl-CoA hydratase, C-terminal	2	6	4	2	10	10	0	1	4	4	2	11	8	7	11	3	2	4	2	4	8	7	1	10	7	6	3	0	2	3	3	5	4	8	8	2	3	0	3	3	1	6
IPR000965	GPR domain	1	1	0	1	1	1	1	1	1	1	0	1	2	1	1	1	1	0	0	1	1	0	1	1	0	1	0	1	1	2	1	1	0	0	0	1	2	1	0	0	0	1
IPR012134	Glutamate-5-semialdehyde dehydrogenase	1	1	0	1	1	1	1	1	1	1	0	1	2	1	1	1	1	0	0	1	1	0	1	1	0	1	0	1	1	2	1	1	0	0	0	1	2	1	0	0	0	1
IPR029024	TerB-like	4	2	2	2	4	5	1	2	2	2	1	2	2	3	5	1	4	2	1	2	5	3	3	4	2	4	6	3	5	3	3	3	2	3	3	5	3	3	3	6	2	4
IPR007791	Co-chaperone DjlA, N-terminal	4	2	2	2	3	4	1	2	2	2	0	2	2	3	4	1	4	2	0	2	4	3	2	3	2	3	1	2	1	2	2	2	2	3	3	1	2	2	2	1	2	3
IPR007387	TRAP transporter, small membrane protein DctQ	14	9	10	3	7	1	2	2	1	3	0	3	2	8	25	2	14	10	0	4	15	8	2	7	7	9	0	2	0	2	0	3	10	8	8	0	2	2	0	0	2	9
IPR011855	Phage major tail protein TP901-1	2	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	2	0	0	0	1	1	0	1	2	2	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	2
IPR022344	Gene transfer agent, major tail protein	2	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	2	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
IPR001851	ABC transporter, permease	17	13	19	6	12	0	3	5	0	4	0	0	0	18	20	0	14	19	0	3	17	18	5	12	11	24	0	4	1	0	0	3	19	10	10	1	0	4	0	0	1	23
IPR029754	Urease nickel binding site	1	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IPR006680	Amidohydrolase-related	14	6	11	4	9	7	2	4	8	6	4	15	7	5	19	9	13	11	4	7	19	5	6	9	7	9	13	2	8	12	8	8	11	1	1	8	11	2	8	13	3	10
IPR005848	Urease, alpha subunit	1	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
IPR017950	Urease active site	1	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
IPR017951	Urease alpha subunit, C-terminal	1	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
IPR011612	Urease alpha-subunit, N-terminal domain	1	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
IPR007379	Tim44-like domain	1	1	0	0	1	1	0	1	0	0	0	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1
IPR016985	Uncharacterised conserved protein UCP031890, Tim44-related	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
IPR039544	Tim44-like	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
IPR032710	NTF2-like domain superfamily	1	6	6	4	2	9	2	3	8	4	2	19	17	3	20	3	1	7	4	4	19	3	3	2	4	5	11	5	9	3	5	5	6	3	3	9	3	5	5	10	3	4
IPR049177	MgtC/SapB/SrpB/YhiD, N-terminal domain	1	0	1	1	0	0	1	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0
IPR003416	MgtC/SapB/SrpB/YhiD family	1	0	1	1	0	0	1	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
IPR027304	Trigger factor/SurA domain superfamily	4	3	3	3	4	4	2	2	3	4	3	4	1	2	5	1	4	3	4	4	6	2	2	4	3	4	4	3	3	4	4	4	3	1	1	3	4	3	4	4	2	4
IPR008880	Trigger factor, C-terminal	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IPR005215	Trigger factor	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IPR008881	Trigger factor, ribosome-binding, bacterial	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IPR001179	FKBP-type peptidyl-prolyl cis-trans isomerase domain	1	1	7	5	2	4	6	6	6	5	2	3	2	1	2	4	1	6	2	4	2	1	4	2	1	1	3	6	5	5	6	5	6	1	1	5	5	6	5	3	5	1
IPR046357	Peptidyl-prolyl cis-trans isomerase domain superfamily	3	3	10	7	4	6	9	9	9	8	5	6	2	2	5	4	3	9	6	7	6	2	7	4	3	3	7	10	9	9	9	8	9	1	1	9	9	10	8	7	7	3
IPR036611	Trigger factor ribosome-binding domain superfamily	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IPR037041	Trigger factor, C-terminal domain superfamily	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IPR027065	Lon protease	2	1	3	2	1	1	2	2	1	2	0	1	1	1	4	2	1	4	2	3	2	1	2	1	1	1	1	2	1	2	2	2	3	0	0	1	2	2	2	1	2	1
IPR003959	ATPase, AAA-type, core	8	8	12	13	7	12	9	13	8	13	4	10	6	7	15	7	7	13	4	15	10	7	12	7	6	8	9	11	7	9	9	13	11	5	4	7	9	11	9	9	9	8
IPR020550	Inositol monophosphatase, conserved site	5	2	1	2	4	3	1	1	1	2	0	3	2	1	4	1	5	1	0	2	4	1	1	4	2	4	0	1	0	1	1	2	1	1	1	0	1	1	1	0	0	4
IPR020583	Inositol monophosphatase, metal-binding site	4	1	2	2	1	3	1	1	1	2	0	2	1	1	3	2	4	2	0	2	3	1	1	1	2	2	1	1	0	2	2	2	2	0	0	0	2	1	2	1	1	2
IPR000760	Inositol monophosphatase-like	5	3	3	2	4	5	2	2	1	2	0	4	3	2	6	2	5	3	0	2	6	2	2	4	3	5	1	2	0	3	3	2	3	1	1	0	3	2	3	1	2	5
IPR010466	Protein of unknown function DUF1058	1	1	1	0	1	1	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1
IPR002197	DNA binding HTH domain, Fis-type	4	4	13	4	5	6	5	7	5	5	1	5	3	4	8	8	4	13	1	5	6	4	8	5	2	7	2	6	2	10	7	5	13	3	3	2	10	6	7	2	8	7
IPR002078	RNA polymerase sigma factor 54 interaction domain	5	3	13	3	4	5	5	5	5	3	1	4	2	4	4	11	4	13	2	3	4	4	5	4	3	6	3	5	4	13	9	3	13	3	3	4	13	5	9	3	9	6
IPR025943	Sigma-54 interaction domain, ATP-binding site 2	1	1	13	3	1	2	4	5	3	3	1	3	2	1	1	11	1	13	2	3	1	1	5	1	0	1	3	4	4	13	7	3	13	0	0	4	13	4	7	3	9	1
IPR009057	Homeobox-like domain superfamily	24	14	72	61	20	41	50	49	25	56	6	40	21	37	58	26	23	80	5	54	45	31	47	20	16	23	31	58	28	39	28	80	72	21	21	28	38	59	30	28	37	19
IPR019844	Cold-shock (CSD) domain	2	2	5	4	2	2	4	3	4	3	1	1	2	4	3	1	2	6	1	4	3	3	3	2	1	2	1	4	0	2	3	4	5	4	4	0	2	4	3	1	4	2
IPR012340	Nucleic acid-binding, OB-fold	31	24	41	37	25	24	26	26	33	34	25	29	20	24	41	22	30	45	31	34	42	21	27	25	22	36	33	32	34	35	34	35	41	21	21	34	35	32	37	31	32	34
IPR002059	Cold-shock protein, DNA-binding	3	2	5	5	3	3	4	3	5	5	3	3	3	4	4	1	3	6	2	5	4	3	3	3	2	3	2	4	4	3	3	4	5	4	4	4	3	4	3	2	4	3
IPR012156	Cold shock, CspA	2	2	3	2	2	2	2	2	4	3	1	1	2	4	3	1	2	3	0	4	3	3	2	2	1	2	2	2	3	2	3	3	3	4	4	3	2	2	3	2	2	2
IPR011129	Cold shock domain	4	3	8	7	4	4	6	6	7	7	4	3	4	5	4	3	4	11	4	8	6	4	6	4	3	4	4	7	6	5	5	6	8	5	5	6	5	7	5	4	5	4
IPR027275	PRC-barrel domain	6	2	1	1	1	1	1	1	1	2	0	3	2	0	2	1	6	1	0	2	1	0	1	1	4	3	0	1	1	1	2	1	1	0	0	1	1	1	2	0	1	3
IPR011033	PRC-barrel-like superfamily	6	3	1	1	1	1	1	1	1	2	1	3	2	0	2	2	6	1	1	2	1	0	1	1	4	4	1	1	1	2	2	1	1	0	0	1	2	1	2	1	1	4
IPR005337	RapZ-like family	1	0	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	2	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1
IPR029052	Metallo-dependent phosphatase-like	9	6	14	7	4	5	7	8	5	9	5	7	6	4	10	9	8	15	7	11	8	3	8	4	10	8	10	9	8	9	7	10	14	3	2	8	9	9	7	10	7	8
IPR004843	Calcineurin-like phosphoesterase domain, ApaH type	7	4	9	5	3	2	4	6	4	7	4	4	3	2	8	4	6	10	6	9	6	1	6	3	8	6	5	6	5	5	6	8	9	1	1	5	5	6	6	5	5	6
IPR019056	Phage tail assembly chaperone protein, TAC6	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IPR011739	Gene transfer agent, rcc01693	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IPR020616	Thiolase, N-terminal	4	5	11	9	5	4	3	5	5	8	2	7	5	7	9	3	4	11	2	7	7	7	5	5	4	5	3	5	2	4	4	8	11	6	6	2	4	5	5	3	5	5
IPR002155	Thiolase	4	5	11	9	5	4	3	5	5	8	1	10	5	7	9	3	4	11	2	7	6	7	5	5	3	5	3	5	2	4	4	8	11	8	8	2	4	5	5	3	5	5
IPR016039	Thiolase-like	8	8	16	12	10	9	5	8	11	12	12	15	9	10	14	5	8	19	12	12	12	11	7	10	8	11	11	8	6	8	8	12	16	11	11	6	8	8	9	11	9	11
IPR020610	Thiolase, active site	4	4	8	6	5	4	2	3	3	6	1	4	4	6	6	2	4	9	2	5	5	6	3	5	3	5	3	4	1	3	3	6	8	5	5	1	3	4	3	3	4	5
IPR020613	Thiolase, conserved site	4	3	8	6	4	3	1	3	5	5	1	4	3	6	8	2	4	9	2	4	5	6	3	4	2	4	3	3	2	2	2	5	8	5	5	2	2	3	3	3	3	4
IPR020617	Thiolase, C-terminal	4	5	11	9	5	4	3	5	5	8	1	6	5	7	9	3	4	12	2	7	6	7	5	5	3	5	3	5	2	4	4	8	11	6	6	2	4	5	5	3	5	5
IPR020615	Thiolase, acyl-enzyme intermediate active site	4	4	9	3	3	1	1	3	3	2	2	1	1	5	5	1	4	9	3	1	5	5	3	3	2	4	3	3	2	2	2	2	9	5	5	2	2	3	2	3	3	4
IPR038297	CcmH/CycL/Ccl2/NrfF domain superfamily	1	1	2	1	1	1	1	1	1	1	0	1	1	1	1	1	1	2	0	1	1	1	1	1	1	1	0	1	0	1	1	1	2	0	0	0	1	1	1	0	2	1
IPR005616	CcmH/CycL/Ccl2/NrfF family	1	1	2	1	1	1	1	1	1	1	0	1	1	1	1	1	1	2	0	1	1	1	1	1	1	1	0	1	0	1	1	1	2	0	0	0	1	1	1	0	2	1
IPR008972	Cupredoxin	4	1	6	5	3	3	2	1	1	6	1	3	0	3	5	4	4	6	1	8	6	4	1	3	6	2	5	3	4	8	4	4	6	3	3	4	8	3	5	4	3	3
IPR045187	Cytochrome c/quinol oxidase subunit II	2	1	1	2	1	1	0	0	1	2	1	2	0	1	1	1	2	1	1	2	1	1	0	1	2	2	1	0	1	2	1	2	1	1	1	1	2	0	1	1	0	3
IPR009056	Cytochrome c-like domain	17	10	14	11	17	10	8	13	9	15	6	9	5	9	24	5	17	17	5	15	24	8	12	17	11	6	9	13	9	11	8	12	14	6	6	9	11	13	8	9	7	6
IPR002429	Cytochrome c oxidase subunit II-like C-terminal	2	1	1	2	1	1	0	0	1	2	1	2	0	1	1	1	2	1	1	2	1	1	0	1	3	2	1	0	1	2	1	2	1	1	1	1	2	0	1	1	0	3
IPR036909	Cytochrome c-like domain superfamily	17	10	16	8	17	9	10	14	9	15	6	9	5	9	24	5	17	18	5	15	24	8	13	17	11	6	10	15	9	11	9	13	16	6	6	9	11	15	9	10	8	6
IPR034236	Caa3-type Cytochrome c oxidase subunit II, cupredoxin domain	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR001505	Copper centre Cu(A)	2	1	1	1	1	1	0	0	1	1	0	2	0	1	1	1	2	1	0	1	1	1	0	1	2	2	1	0	0	1	1	1	1	1	1	0	1	0	1	1	0	2
IPR002872	Proline dehydrogenase domain	1	1	2	0	1	1	0	1	1	0	1	1	1	0	1	1	1	2	0	0	1	1	0	1	1	1	1	0	1	1	1	0	2	0	0	1	1	0	1	1	2	1
IPR041349	Proline utilization A proline dehydrogenase N-terminal domain	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	1	0	0	0	0	0	1	1	0	2	0	0	0	1	0	1	0	2	0
IPR025703	Bifunctional protein PutA	1	1	2	0	1	1	0	1	1	0	0	1	1	0	1	0	1	2	0	0	1	1	0	1	1	1	0	0	0	1	1	0	2	0	0	0	1	0	1	0	2	1
IPR024089	Proline dehydrogenase PutA, domain I/II	1	1	2	0	1	1	0	1	1	0	0	1	1	0	1	1	1	2	0	0	1	1	0	1	1	1	0	0	0	1	1	0	2	0	0	0	1	0	1	0	2	1
IPR029041	FAD-linked oxidoreductase-like	2	2	4	1	3	2	1	2	2	1	2	2	1	1	3	2	2	4	1	1	3	2	1	3	2	3	2	1	2	2	2	1	4	1	1	2	2	1	2	2	3	3
IPR005933	Bifunctional protein PutA, C-terminal domain	1	0	2	0	1	1	0	1	1	0	0	1	1	0	1	0	1	2	0	0	1	1	0	1	1	1	0	0	0	1	1	0	2	0	0	0	1	0	1	0	2	1
IPR024082	Proline dehydrogenase PutA, domain II	1	1	2	0	1	1	0	1	1	0	0	1	1	0	1	1	1	2	0	0	1	1	0	1	1	1	0	0	0	1	1	0	2	0	0	0	1	0	1	0	2	1
IPR016160	Aldehyde dehydrogenase, cysteine active site	6	2	12	2	7	2	3	4	6	2	1	4	3	3	9	4	6	12	1	2	8	3	3	7	4	6	4	4	5	5	6	3	12	3	3	5	5	4	6	4	4	6
IPR006076	FAD dependent oxidoreductase	8	19	9	6	19	3	5	3	5	4	3	4	4	9	25	1	8	9	2	3	25	8	3	19	12	9	3	4	2	2	3	4	9	5	5	2	2	4	3	3	6	8
IPR001650	Helicase, C-terminal	13	7	15	17	11	12	15	18	14	17	9	9	8	6	15	9	13	16	10	19	13	6	14	11	5	12	14	21	15	19	20	16	15	3	3	15	19	21	18	14	11	12
IPR006935	Helicase/UvrB, N-terminal	2	1	4	3	1	2	5	4	1	1	0	1	1	0	3	1	2	4	1	4	1	0	3	1	0	1	2	5	2	3	3	2	4	0	0	2	3	5	2	2	4	1
IPR030934	Intein C-terminal splicing region	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR014001	Helicase superfamily 1/2, ATP-binding domain	13	9	18	17	10	11	16	20	15	19	9	10	9	6	18	12	12	20	13	21	12	6	14	10	7	12	15	25	17	24	24	18	17	3	3	17	24	25	21	15	13	12
IPR003587	Hint domain N-terminal	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR003586	Hint domain C-terminal	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR006141	Intein N-terminal splicing region	1	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	2	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR036844	Hint domain superfamily	7	2	0	0	13	0	0	0	0	0	0	0	0	9	12	0	7	0	0	0	11	9	0	13	5	8	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	7
IPR005493	Ribonuclease E inhibitor RraA/RraA-like protein	4	0	1	1	0	0	1	1	1	1	0	0	0	0	1	1	4	1	0	1	1	0	1	0	1	1	0	1	0	1	2	1	1	0	0	0	1	1	2	0	1	0
