Module	Module_description	Pathway	Pathway_description	Cycle	Pathway_cycle	Detail_cycle	Genes	Gene_description	Enzyme	KO	rbims_pathway	rbims_sub_pathway	5mSIPHEX1_0	5mSIPHEX1_1	5mSIPHEX1_10	5mSIPHEX1_11	5mSIPHEX1_13	5mSIPHEX1_15	5mSIPHEX1_18	5mSIPHEX1_19	5mSIPHEX1_2	5mSIPHEX1_25	5mSIPHEX1_26	5mSIPHEX1_32	5mSIPHEX1_33	5mSIPHEX1_37	5mSIPHEX1_8	5mSIPHEX1_9	5mSIPHEX2_10	5mSIPHEX2_14	5mSIPHEX2_16	5mSIPHEX2_18	5mSIPHEX2_25	5mSIPHEX2_3	5mSIPHEX2_5	5mSIPHEX2_7	700mSIPHEX1_0	700mSIPHEX1_1	700mSIPHEX1_12	700mSIPHEX1_15	700mSIPHEX1_17	700mSIPHEX1_18	700mSIPHEX1_2	700mSIPHEX1_20	700mSIPHEX1_3	700mSIPHEX1_8	700mSIPHEX2_13	700mSIPHEX2_14	700mSIPHEX2_16	700mSIPHEX2_21	700mSIPHEX2_22	700mSIPHEX2_23	700mSIPHEX2_24	700mSIPHEX2_9
M00376	3-Hydroxypropionate bi-cycle	map01100	Metabolic pathways	Carbon fixation	3-hydroxypropionate bicycle	E5.4.99.2B, mcmA2; methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]	E5.4.99.2B, mcmA2	methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01849	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00376	3-Hydroxypropionate bi-cycle	map01100	Metabolic pathways	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E5.4.99.2B, mcmA2; methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]	E5.4.99.2B, mcmA2	methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01849	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00741	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	map01100	Metabolic pathways	Carbon fixation	3-hydroxypropionate bicycle	E5.4.99.2B, mcmA2; methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]	E5.4.99.2B, mcmA2	methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01849	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00741	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	map01100	Metabolic pathways	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E5.4.99.2B, mcmA2; methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]	E5.4.99.2B, mcmA2	methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01849	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00375	Hydroxypropionate-hydroxybutylate cycle	map01120	Microbial metabolism in diverse environments	Carbon fixation	3-hydroxypropionate bicycle	E5.4.99.2B, mcmA2; methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]	E5.4.99.2B, mcmA2	methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01849	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00375	Hydroxypropionate-hydroxybutylate cycle	map01120	Microbial metabolism in diverse environments	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E5.4.99.2B, mcmA2; methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]	E5.4.99.2B, mcmA2	methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01849	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00376	3-Hydroxypropionate bi-cycle	map01120	Microbial metabolism in diverse environments	Carbon fixation	3-hydroxypropionate bicycle	E5.4.99.2B, mcmA2; methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]	E5.4.99.2B, mcmA2	methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01849	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00376	3-Hydroxypropionate bi-cycle	map01120	Microbial metabolism in diverse environments	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E5.4.99.2B, mcmA2; methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]	E5.4.99.2B, mcmA2	methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01849	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00741	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	map01120	Microbial metabolism in diverse environments	Carbon fixation	3-hydroxypropionate bicycle	E5.4.99.2B, mcmA2; methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]	E5.4.99.2B, mcmA2	methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01849	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00741	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	map01120	Microbial metabolism in diverse environments	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E5.4.99.2B, mcmA2; methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]	E5.4.99.2B, mcmA2	methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01849	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00375	Hydroxypropionate-hydroxybutylate cycle	map01200	Carbon metabolism	Carbon fixation	3-hydroxypropionate bicycle	E5.4.99.2B, mcmA2; methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]	E5.4.99.2B, mcmA2	methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01849	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00375	Hydroxypropionate-hydroxybutylate cycle	map01200	Carbon metabolism	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E5.4.99.2B, mcmA2; methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]	E5.4.99.2B, mcmA2	methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01849	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00376	3-Hydroxypropionate bi-cycle	map01200	Carbon metabolism	Carbon fixation	3-hydroxypropionate bicycle	E5.4.99.2B, mcmA2; methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]	E5.4.99.2B, mcmA2	methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01849	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00376	3-Hydroxypropionate bi-cycle	map01200	Carbon metabolism	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E5.4.99.2B, mcmA2; methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]	E5.4.99.2B, mcmA2	methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01849	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00741	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	map01200	Carbon metabolism	Carbon fixation	3-hydroxypropionate bicycle	E5.4.99.2B, mcmA2; methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]	E5.4.99.2B, mcmA2	methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01849	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00741	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	map01200	Carbon metabolism	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E5.4.99.2B, mcmA2; methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]	E5.4.99.2B, mcmA2	methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01849	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
NA	NA	NA	NA	NA	NA	NA	hcmA	2-hydroxyisobutanoyl-CoA mutase large subunit [EC:5.4.99.64]	ec:5.4.99.64	K20906	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00375	Hydroxypropionate-hydroxybutylate cycle	map00280	Valine, leucine and isoleucine degradation	Carbon fixation	3-hydroxypropionate bicycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00375	Hydroxypropionate-hydroxybutylate cycle	map00280	Valine, leucine and isoleucine degradation	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00376	3-Hydroxypropionate bi-cycle	map00280	Valine, leucine and isoleucine degradation	Carbon fixation	3-hydroxypropionate bicycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00376	3-Hydroxypropionate bi-cycle	map00280	Valine, leucine and isoleucine degradation	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00741	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	map00280	Valine, leucine and isoleucine degradation	Carbon fixation	3-hydroxypropionate bicycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00741	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	map00280	Valine, leucine and isoleucine degradation	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00375	Hydroxypropionate-hydroxybutylate cycle	map00630	Glyoxylate and dicarboxylate metabolism	Carbon fixation	3-hydroxypropionate bicycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00375	Hydroxypropionate-hydroxybutylate cycle	map00630	Glyoxylate and dicarboxylate metabolism	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00376	3-Hydroxypropionate bi-cycle	map00630	Glyoxylate and dicarboxylate metabolism	Carbon fixation	3-hydroxypropionate bicycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00376	3-Hydroxypropionate bi-cycle	map00630	Glyoxylate and dicarboxylate metabolism	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00741	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	map00630	Glyoxylate and dicarboxylate metabolism	Carbon fixation	3-hydroxypropionate bicycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00741	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	map00630	Glyoxylate and dicarboxylate metabolism	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00375	Hydroxypropionate-hydroxybutylate cycle	map00640	Propanoate metabolism	Carbon fixation	3-hydroxypropionate bicycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00375	Hydroxypropionate-hydroxybutylate cycle	map00640	Propanoate metabolism	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00376	3-Hydroxypropionate bi-cycle	map00640	Propanoate metabolism	Carbon fixation	3-hydroxypropionate bicycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00376	3-Hydroxypropionate bi-cycle	map00640	Propanoate metabolism	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00741	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	map00640	Propanoate metabolism	Carbon fixation	3-hydroxypropionate bicycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00741	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	map00640	Propanoate metabolism	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00375	Hydroxypropionate-hydroxybutylate cycle	map00720	Other carbon fixation pathways	Carbon fixation	3-hydroxypropionate bicycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00375	Hydroxypropionate-hydroxybutylate cycle	map00720	Other carbon fixation pathways	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00376	3-Hydroxypropionate bi-cycle	map00720	Other carbon fixation pathways	Carbon fixation	3-hydroxypropionate bicycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00376	3-Hydroxypropionate bi-cycle	map00720	Other carbon fixation pathways	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00741	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	map00720	Other carbon fixation pathways	Carbon fixation	3-hydroxypropionate bicycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00741	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	map00720	Other carbon fixation pathways	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00375	Hydroxypropionate-hydroxybutylate cycle	map01100	Metabolic pathways	Carbon fixation	3-hydroxypropionate bicycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00375	Hydroxypropionate-hydroxybutylate cycle	map01100	Metabolic pathways	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00376	3-Hydroxypropionate bi-cycle	map01100	Metabolic pathways	Carbon fixation	3-hydroxypropionate bicycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00376	3-Hydroxypropionate bi-cycle	map01100	Metabolic pathways	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00741	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	map01100	Metabolic pathways	Carbon fixation	3-hydroxypropionate bicycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00741	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	map01100	Metabolic pathways	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00375	Hydroxypropionate-hydroxybutylate cycle	map01120	Microbial metabolism in diverse environments	Carbon fixation	3-hydroxypropionate bicycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
